Sm_mito_g00001
Sm_plastid_g00053	2.63339257533284	1.32762723903745	1.28774011003317	1.37771076218131	1.40136697955496	1.39971545977656
Sm_plastid_g00054	2.16677350109982	NA	NA	NA	NA	NA
Sm_plastid_g00055	2.19511595542349	1.40385075675776	1.44394900418054	1.42598316013562	1.41265828221864	1.70914043039936
Sm_plastid_g00056
Sm_plastid_g00058
Sm_plastid_g00059
Sm_plastid_g00065	NA	NA	NA	NA	-2.02738728548457	NA
Sm_plastid_g00067
Sm_plastid_g00068	NA	-3.47009574639233	-3.88477927930545	-3.70395142341847	-4.93871486127148	NA
Sm_plastid_g00069	NA	NA	NA	-2.75146046773096	-3.30790397820166	-6.53057133092771
Sm_plastid_g00070
Sm_plastid_g00071
Sm_plastid_g00072
Sm_plastid_g00073
Sm_plastid_g00074
Sm_plastid_g00075	NA	NA	NA	NA	NA	-5.74587143765655
Sm_plastid_g00077	NA	NA	-4.53097159657229	-3.43799494746808	-3.82588066987973	-8.06546246557681
Sm_plastid_g00078	NA	NA	-5.75370923106872	NA	-5.46501701910602	NA
Sm_plastid_g00079
Sm_plastid_g00080
Sm_plastid_g00081
Sm_plastid_g00082	NA	NA	-4.82507935483682	NA	NA	NA
Sm_plastid_g00084	NA	NA	NA	NA	-2.52636364909957	NA
Sm_plastid_g00086
Sm_plastid_g00089
Sm_plastid_g00090
Sm_plastid_g00092	-3.53194858718618	-3.17094034573907	-3.65052438874674	-3.63611437442759	-4.1255452531295	-4.16111732026986
Sm_plastid_g00094	-2.57001887175855	-2.80615462782412	-3.09559376172082	-3.45352166307464	-3.98884900567048	-2.53769314427269
Sm_plastid_g00095
Sm_plastid_g00096	NA	NA	NA	NA	-4.87054678372375	NA
Sm_plastid_g00097
Sm_plastid_g00099
Sm_plastid_g00100
Sm_plastid_g00104	NA	NA	NA	NA	-4.23194292279781	NA
Sm_plastid_g00106	1.06518224224948	NA	NA	NA	NA	NA
Sm_plastid_g00107	1.76835317707426	1.30630951466597	NA	NA	NA	NA
Sm_plastid_g00108
Sm_plastid_g00109	1.84958611775277	1.47597065939826	NA	NA	NA	NA
Sm_plastid_g00110	NA	NA	-1.16246228685463	-1.20456818680167	-1.85961590385892	-1.70161009157779
Sm_plastid_g00111	NA	NA	NA	NA	-4.1753317803902	NA
Sm_plastid_g00112	NA	-2.9459543381918	-3.50273781052605	-3.47829921305992	-3.90871543520432	NA
Sm_plastid_g00113	NA	NA	-3.08132666918406	-3.37460226627499	-3.90802861614757	-2.83226329935014
Sm_plastid_g00114
Sm_plastid_g00115
Sm_plastid_g00116
Sm_plastid_g00117	NA	NA	NA	-5.51887583815329	-5.61112433133844	-6.26102487337068
Sm_plastid_g00118
Sm_plastid_g00119
Sm_plastid_g00120
Sm_plastid_g00121
Sm_plastid_g00122
Sm_plastid_g00123
Sm_plastid_g00124
Sm_plastid_g00126
Sm_plastid_g00128
Sm_plastid_g00129
Sm_plastid_g00130
Sm_plastid_g00131
Sm_plastid_g00132
Sm_plastid_g00135	NA	NA	NA	-5.59878325530793	NA	NA
Sm_plastid_g00136
Sm_plastid_g00137
Sm_plastid_g00138	-2.99842898712907	-3.46987607846713	-3.43819768322422	-3.42960816803757	-4.18409526809017	-3.5700614941789
Sm_plastid_g00139	NA	NA	NA	NA	NA	-5.93363420740499
Sm_plastid_g00140
Sm_plastid_g00141	NA	NA	NA	NA	-4.69823523835866	NA
Sm_plastid_g00142
Sm_plastid_g00143
Sm_plastid_g00144	-3.82418253801895	NA	NA	-2.5983110267047	-3.25804022629813	-4.07791543373936
Sm_plastid_g00145
Sm_plastid_g00146
Sm_plastid_g00147	-3.72956287894758	-2.81807660504283	-3.43491298409064	-3.29043886708085	-4.30529713645014	-4.46061117895721
Sm_plastid_g00148	-3.45883890100051	-2.40963260498554	-3.24770549483747	-2.82143075294384	-4.55695994844018	-4.63258689364574
Sm_plastid_g00149
Sm_plastid_g00150
Sm_plastid_g00151
Sm_plastid_g00155
Sm_plastid_g00156
Sm_plastid_g00157	-3.46246170930921	-3.0636220708212	-2.60556483604647	-3.00131464932806	-3.26920820231822	-4.67093736665251
Sm_plastid_g00158	-2.11715368338686	-1.79680975293726	-1.96222465069222	-2.13121982967479	-2.60988080174369	-2.13062329879609
Sm_plastid_g00160	NA	NA	NA	NA	-2.03288348579366	NA
Sm_plastid_g00166
Sm_plastid_g00167
Sm_plastid_g00169
Sm_plastid_g00170	2.20221978395536	1.41189680639938	1.47630876606506	1.4407313797863	1.42507567051955	1.71544698034118
Sm_plastid_g00171	2.16776341908401	NA	NA	NA	NA	NA
Sm_plastid_g00172	2.63281144018672	1.33601054983672	1.29400252480946	1.37197826173003	1.40900616957929	1.40428732760519
Sm_plastid_g00173	3.21813219553653	2.07397144047989	NA	NA	2.24124076771006	NA
Sm_plastid_g00174
Sm_plastid_g00175
Sm_plastid_g00176	NA	NA	-1.18486063381863	-1.28380723618686	-1.47720556992086	NA
Sm_plastid_g00177	NA	NA	NA	NA	-4.58185068207898	NA
Sm_plastid_g00178	NA	NA	NA	NA	-5.61437444341129	NA
Sm_plastid_g00179	NA	-3.42024596294763	-3.46443385411756	-5.56248107607944	-4.71638477827436	-5.4041004486861
Sm_plastid_g00180
Sm_t00000001-RA	NA	NA	1.14235646470489	NA	0.917645573164907	NA
Sm_t00000002-RA	NA	NA	NA	NA	1.00958329894162	NA
Sm_t00000003-RA
Sm_t00000004-RA	NA	NA	NA	NA	NA	-1.4065510993242
Sm_t00000005-RA
Sm_t00000006-RA	-1.19953679520657	NA	-1.14434114976138	-1.14488292593593	-0.986299935183894	-1.11033360241282
Sm_t00000007-RA	NA	1.5413378309243	1.14529435019201	NA	NA	NA
Sm_t00000008-RA
Sm_t00000009-RA	2.67671161563776	2.2569217304912	2.68167471116578	2.2286007411281	2.56718062518002	2.096085825755
Sm_t00000010-RA	NA	NA	NA	NA	NA	6.8571159792187
Sm_t00000011-RA	-1.94243636190268	NA	-1.80911240785702	-1.81063830558325	-2.24545609819488	-1.85914232635802
Sm_t00000012-RA	-1.37234086004909	-1.34633916609962	-1.55907376972131	-2.55380002297194	-2.11332690899854	-2.49487117393732
Sm_t00000013-RA	NA	NA	NA	NA	-0.911967695624314	-1.26827956310982
Sm_t00000015-RA	-2.25440810264683	-2.38048986751643	-3.59816753951585	-4.05335139287828	-4.80435025847806	-3.78902406870083
Sm_t00000016-RA	-4.58904807025179	-3.57957798933366	-4.06745001360338	-4.62403552969443	-5.30006423230658	-3.58926492237401
Sm_t00000017-RA	-2.18101787976609	-1.70461137325651	-1.93425798234672	-1.91538670475748	-2.38853667797684	-2.53652590136342
Sm_t00000018-RA	NA	-1.39940024770278	-1.93510649548859	-2.07855630022091	-1.92679125302064	-1.663121155692
Sm_t00000019-RA
Sm_t00000020-RA	-0.99632732194537	NA	NA	-1.11939346330631	NA	NA
Sm_t00000021-RA	NA	-2.21055099960906	-2.77335312567424	-2.9697707575108	-2.03995456188529	NA
Sm_t00000022-RA	-2.44010652960635	-1.31936223180587	-2.13205932256565	-1.79479861373255	-1.41225592585923	NA
Sm_t00000023-RA
Sm_t00000024-RA
Sm_t00000025-RA
Sm_t00000026-RA	NA	NA	NA	NA	NA	2.85235155287858
Sm_t00000027-RA	NA	NA	NA	-1.55092644506714	NA	NA
Sm_t00000028-RA	NA	NA	NA	NA	0.914372263538217	NA
Sm_t00000029-RA	-2.1296459875496	-1.00305767247086	-1.57406910570093	-1.81514502190206	-2.16931690326358	-2.084669366282
Sm_t00000030-RA	-3.3770859516516	-1.65836892178296	-3.86556568491096	-3.37348102398966	-3.45499651729855	NA
Sm_t00000031-RA	3.79375613136512	3.23599642096316	3.6878908589033	3.61953455993294	4.00319639289004	4.45544407607807
Sm_t00000032-RA
Sm_t00000033-RA
Sm_t00000034-RA	-3.67336569998001	-3.26669535695607	-3.61068203215532	-3.42733877547247	-2.86205355126562	NA
Sm_t00000035-RA
Sm_t00000036-RA	-4.5321108563487	-3.37438706512702	-3.83483499917842	-3.22245174890749	-2.24592601357691	-2.15371816478044
Sm_t00000037-RA	-1.42998923006819	-1.20139877072005	NA	-1.03786518215572	-1.35488698737897	-1.56028537942028
Sm_t00000038-RA
Sm_t00000039-RA	2.75334857783221	NA	NA	NA	2.79551996153798	4.50995713793986
Sm_t00000040-RA	-1.20304572256847	NA	-1.06583347949128	-1.49535855908615	-1.6598013715782	-2.01199267070954
Sm_t00000041-RA	NA	NA	NA	1.15840722866836	1.28787572572934	1.91803229454285
Sm_t00000042-RA	NA	NA	NA	NA	NA	-2.05868931816603
Sm_t00000043-RA	-6.98579725164068	-4.60536922150863	-5.83139357050399	-6.50614862034577	-7.88005869954799	-6.30561688647012
Sm_t00000044-RA	-1.88215321110216	-1.40264833599063	-1.5096549760435	-1.68034387604012	-2.05965309934929	-1.95371105798997
Sm_t00000045-RA	NA	NA	NA	NA	NA	8.20316127571051
Sm_t00000046-RA	-1.56839170550429	-1.41187333869733	-1.84474350005267	-1.54756108685747	-1.77745944254773	NA
Sm_t00000047-RA
Sm_t00000048-RA	NA	NA	NA	NA	NA	1.81641558061571
Sm_t00000049-RA
Sm_t00000050-RA	-1.75107036896559	-2.33381116976638	-2.07147825040925	-2.08867938771675	-1.92086277123691	-1.74747502852069
Sm_t00000051-RA	1.87569707570763	2.2541357590788	2.46109282358985	1.98465403547572	1.57275788949715	1.14327003684946
Sm_t00000052-RA	-3.70368267460194	-4.74303620773907	-4.64300268993807	-4.73515160588479	-7.26837212266053	NA
Sm_t00000053-RA	NA	NA	NA	NA	-1.24682726277181	NA
Sm_t00000054-RA	2.05919401970194	2.38794699774888	2.59880145832557	2.33768760060352	2.12782728315671	1.8518571325477
Sm_t00000055-RA
Sm_t00000056-RA
Sm_t00000057-RA
Sm_t00000058-RA
Sm_t00000059-RA	1.21679441619543	1.04218959493401	1.38455360848669	1.37931625516089	1.72665409074458	1.63044043417543
Sm_t00000060-RA	4.02740014521351	2.46983069094415	2.96480196581258	3.27126685652896	3.70785500397611	3.26918343314743
Sm_t00000061-RA	4.38997379891762	3.06733947597281	3.23319613158518	3.38688815109666	3.85254398138903	3.86840114468683
Sm_t00000063-RA	NA	NA	-2.60904698544337	NA	NA	NA
Sm_t00000064-RA	0.938812858083321	1.40244279431596	1.61599580203392	1.52293211888565	1.57306505302545	1.53520574613455
Sm_t00000065-RA
Sm_t00000066-RA	3.37968175072816	1.6834855295284	1.71489917474617	2.48674881684941	2.38692134458838	1.84785931518813
Sm_t00000067-RA	1.80417633873221	2.70952041443554	1.89982423114491	2.34626760932282	2.72560349434963	2.95090609832006
Sm_t00000068-RA	2.111291745141	2.11553544870528	1.74884706221877	1.6306377565313	1.58432543520998	1.39966666108109
Sm_t00000069-RA	-1.87534704398192	NA	-1.25822337275192	-1.51658282231916	-1.4255027670183	NA
Sm_t00000070-RA	-3.14119577469798	-3.4104730035501	-4.07652085523454	-3.90634283495386	-3.71954677488666	-3.65278051794501
Sm_t00000071-RA	-1.84062244310173	-2.69515571356943	-2.18107188236636	-2.27994884072365	-2.88714733961586	-1.87839871306896
Sm_t00000072-RA
Sm_t00000073-RA
Sm_t00000074-RA	1.60044057557087	1.83195413003373	1.81318955678876	1.74320617676467	1.75395866491538	1.57459851143164
Sm_t00000075-RA	4.02415522124428	2.21093845163235	2.59534327293692	2.79414074974333	3.29378022803519	3.4423817405013
Sm_t00000076-RA	4.43499439230939	4.73520585879995	4.5938781017114	4.71968166815931	5.07730179820953	4.67470066754856
Sm_t00000077-RA
Sm_t00000078-RA	3.45400836961526	3.76614748417539	3.97904272656532	3.90307727065109	4.59874369038922	5.54699054045391
Sm_t00000079-RA
Sm_t00000080-RA	3.46143220325798	3.73789102087705	2.91594295483727	2.59742737124357	2.0634751721474	1.66019567546305
Sm_t00000081-RA	1.01063269479354	1.09759693721836	1.46096735122054	1.15322838255162	1.15289525186515	NA
Sm_t00000082-RA
Sm_t00000083-RA	2.77130589379592	2.71807894659265	2.9599289214739	3.0128271417276	2.8822221558877	3.00085636646982
Sm_t00000084-RA	-3.78443541742814	-3.5630422536478	-4.38445077154244	-4.50962295207323	-3.41545393920924	-1.8282340789926
Sm_t00000085-RA	-0.977449327343451	NA	NA	NA	-1.08933895750969	-1.70628235402969
Sm_t00000086-RA	NA	NA	1.24011156033479	NA	NA	NA
Sm_t00000087-RA
Sm_t00000088-RA	NA	-1.30966277950308	-1.37610614450304	-1.28888855703445	NA	NA
Sm_t00000089-RA	4.15199150523836	NA	4.71535716418249	4.19779165004603	4.18052193492273	7.22796413088581
Sm_t00000091-RA	-3.19598846449949	-3.61318905755499	-3.25412351671555	-3.48574509809212	-3.34399677496349	-2.15002072980244
Sm_t00000092-RA	-1.27990543704747	NA	NA	NA	-1.48558801367299	NA
Sm_t00000093-RA	-3.4187272272058	-2.57824017264632	-3.32295682291365	-3.2081011147933	-3.76930898978854	-2.52513342046691
Sm_t00000094-RA
Sm_t00000095-RA
Sm_t00000096-RA	2.54225035476909	2.6696733643616	2.88974661736177	2.81431901883336	3.05600553581279	3.83186823874924
Sm_t00000097-RA	1.02565788471878	NA	NA	NA	NA	NA
Sm_t00000098-RA	2.97859310185105	2.98543019312803	2.98809916471194	3.18681404589366	3.54529880350014	2.94428607882391
Sm_t00000099-RA	1.82897259967574	2.02217925806683	2.31510202691718	2.36364456016606	3.48050109122708	4.66191444069276
Sm_t00000100-RA	3.36049128778351	3.74768392153935	3.66441775155594	3.59211757142663	3.78738834168666	3.55001746151838
Sm_t00000101-RA	4.81425949872142	NA	5.05046299435504	5.08241017172943	4.8758789059483	5.95974348508743
Sm_t00000103-RA
Sm_t00000104-RA	NA	1.07594899063976	1.05754485545413	NA	1.17491840185281	NA
Sm_t00000105-RA	-1.35550431057657	-1.79043995790998	-1.56858875028224	-1.52248514591548	-1.19257020877827	NA
Sm_t00000106-RA	-1.2112101349073	-1.83890283463271	-2.01780707838522	-1.70032848433744	-1.6278079982847	NA
Sm_t00000107-RA
Sm_t00000108-RA
Sm_t00000109-RA	1.820304375005	1.56652165828034	1.96029475679024	2.01332620713333	2.6577040022166	2.71227436288678
Sm_t00000110-RA
Sm_t00000111-RA	1.55434041995887	1.12421006500068	1.03361210877659	1.01347071864555	0.924260100228299	NA
Sm_t00000112-RA	-8.25894102033969	-7.53525918913937	-6.56504067358635	-6.54861861371971	-6.74277985101391	-5.32300010773133
Sm_t00000113-RA	-5.80381474812973	-6.27029876561864	-9.09395476149966	-9.27487105533051	-9.3671195907574	NA
Sm_t00000114-RA	-3.32409216233742	-2.71307534803451	-2.69432925924534	-3.39867337661831	-4.06943640833024	-4.45125387885146
Sm_t00000115-RA	-4.93793497483885	-3.49617751901056	-3.89334029309013	-4.07824673447689	-4.20119935636662	-4.90434828293963
Sm_t00000116-RA	-4.47304489778707	-2.673319287502	-3.30974184802571	-3.45558942109298	-3.95069291693977	-4.08832180288093
Sm_t00000117-RA
Sm_t00000118-RA	NA	NA	-1.01584483261668	-0.923885009719127	-1.00868056526936	NA
Sm_t00000119-RA	NA	NA	0.981638804950327	NA	NA	NA
Sm_t00000120-RA	-6.3841348682732	-5.92054033493382	-5.73336580698955	-4.65533545650455	-7.16123372472534	-5.73169687389665
Sm_t00000121-RA	NA	NA	-1.2412483907583	NA	-1.19254342397786	-1.71849682833523
Sm_t00000122-RA	1.52598222790619	2.09629787051858	2.02904630794953	2.06525038941433	2.07511202984723	NA
Sm_t00000123-RA	-5.0981680909721	-3.66014489717546	-4.17624447933508	-4.67108251155985	-6.25462690818565	-4.18522085759253
Sm_t00000124-RA	-6.75873242033952	-7.40094805456351	-8.06806414994866	-8.79988110453234	-8.51365004064928	-6.50255989406193
Sm_t00000125-RA
Sm_t00000126-RA
Sm_t00000127-RA
Sm_t00000128-RA	-5.92343342170812	-6.45185447223486	-7.03641740621078	-7.21898441813996	-6.15911139016831	-5.48351547466269
Sm_t00000129-RA
Sm_t00000130-RA	NA	-1.94358673125507	-2.16650994754116	-1.80114692409134	-1.46021844629893	-1.61528848479342
Sm_t00000131-RA	-4.94194923634744	-5.61872650020077	-5.60552064448881	-5.67848682605651	-6.11130874299541	-5.77365072113555
Sm_t00000133-RA	NA	NA	NA	NA	-1.0288527414407	NA
Sm_t00000134-RA	NA	NA	1.13615957395957	1.16514219575007	1.68143045379722	1.51001860959287
Sm_t00000135-RA
Sm_t00000136-RA
Sm_t00000137-RA	-1.22015038303283	NA	NA	NA	NA	NA
Sm_t00000138-RA	NA	1.00957837191547	NA	NA	NA	-1.19694609759673
Sm_t00000139-RA	2.05086069198598	1.79284394326793	1.81192219115856	1.91996651841794	2.32517145671381	1.88384982003442
Sm_t00000140-RA
Sm_t00000141-RA
Sm_t00000142-RA
Sm_t00000143-RA	NA	NA	NA	NA	1.0605275891805	1.73644791913538
Sm_t00000144-RA	NA	NA	1.10355627919727	0.86103555843037	0.960890419836225	1.09878123705249
Sm_t00000145-RA	NA	NA	NA	1.00977914715932	1.45974829010119	1.93717728687881
Sm_t00000146-RA	-4.6511811269966	-4.99255711775009	-4.43090329391806	-3.96670083376156	-4.39426671684101	-4.36401389255586
Sm_t00000147-RA	1.65464110457817	1.72684993117395	2.2986981546028	2.18348267600369	2.27100969939292	2.08093970840979
Sm_t00000148-RA	NA	NA	1.04357185855969	1.28117917898756	1.59308980156301	1.81538261047946
Sm_t00000149-RA	-2.12153401528677	-2.36474527639345	-2.5087837562972	-2.305107109273	-1.94737438746086	NA
Sm_t00000150-RA	-4.62804270154041	-3.91625633747758	-4.37660170666607	-4.39593364396627	-4.51615781804802	-4.52297047057137
Sm_t00000151-RA
Sm_t00000152-RA	2.48325016965781	1.9485133095445	2.46652667559514	2.49959476286362	2.04592459155096	1.25636730910794
Sm_t00000153-RA	-7.4544832236113	-7.32816463930106	-7.26820092855658	-7.46491500445811	-7.57103245517488	-6.72313511241939
Sm_t00000154-RA	-5.59814348213298	-5.22840781940198	-5.42383541980563	-6.09178580745492	-6.99028845338817	-4.59110156052652
Sm_t00000155-RA	1.12266431443537	NA	NA	0.944083046673578	NA	NA
Sm_t00000156-RA	2.56246805976716	2.73150600884038	2.42708300526231	2.56533732693573	2.28698475925147	1.76695460289806
Sm_t00000157-RA	-2.72223098281538	-2.57468167598633	-2.66380505755001	-2.81932835462631	-3.16589270177948	-2.8985060246445
Sm_t00000158-RA	-5.43822054987488	-7.01573856263708	-6.58939075056303	-5.796984512165	-6.70066911045653	-4.18981814269934
Sm_t00000159-RA	-1.2569182507011	NA	NA	NA	NA	NA
Sm_t00000160-RA	NA	NA	NA	NA	NA	-1.48677585705448
Sm_t00000161-RA	-1.09045702668392	NA	-1.02692662468095	-1.21689325003574	-1.80192990152997	-1.97013714326028
Sm_t00000162-RA	-7.25130880355773	-6.77842933173604	-6.63560156721251	-7.00047427033969	-7.86789189636501	-7.74540133253425
Sm_t00000163-RA
Sm_t00000164-RA	1.22695214349678	1.03690801240746	1.04252771987041	1.17563001046601	1.17148240063854	1.16157047065447
Sm_t00000165-RA
Sm_t00000166-RA	NA	NA	NA	NA	1.45653489722825	2.55251394975828
Sm_t00000167-RA	-2.29587534724049	-5.05159349043114	-4.61745029422871	-4.23297877635214	-4.71325383831474	-4.78637127818099
Sm_t00000168-RA	-6.51399501328303	-11.2620225513735	-9.13256397552241	-9.71849199897943	-9.05787930687451	-6.79993386087336
Sm_t00000169-RA	1.84195117148343	1.46275386189443	1.21902781379554	1.12605321108334	1.23413754597866	NA
Sm_t00000170-RA	1.73104964995811	1.90503060541171	2.11886390401827	1.99513037102823	2.37139495210574	2.52434941672031
Sm_t00000171-RA	-5.1227576858891	-4.19234733011283	-4.79603557899949	-5.15479953495878	-5.08397342112018	-4.05159172613699
Sm_t00000172-RA	-2.64392870582087	NA	-2.15589146780851	-2.11084311499673	-2.84119753272574	-2.82556492224792
Sm_t00000173-RA	NA	NA	NA	NA	-3.18324135010517	NA
Sm_t00000174-RA	2.42932517835696	NA	NA	NA	NA	NA
Sm_t00000175-RA	3.87867348077263	2.31384262639232	2.32499087721723	2.96187401686865	2.58859962714653	2.37632118735898
Sm_t00000176-RA	-7.50858766513306	-7.5426312964079	-7.86218643062084	-7.75186292992092	-7.55118830904135	-7.01101782733922
Sm_t00000177-RA	NA	NA	NA	NA	NA	-1.61509624125779
Sm_t00000178-RA
Sm_t00000179-RA	2.94325966027241	2.79570776303531	2.45175164006313	3.17150674893071	3.27817686715343	2.86821362127634
Sm_t00000180-RA	NA	-2.04407928028157	-2.87308934085721	-2.11128582235612	-2.56526109918665	-1.65288698100767
Sm_t00000181-RA	-4.19616501132886	-4.67039711225621	-6.33003719226408	-6.61889176850281	-6.95638776352792	-5.62387208241617
Sm_t00000182-RA	NA	NA	-1.2341178904632	NA	NA	-1.26875409555264
Sm_t00000183-RA
Sm_t00000184-RA
Sm_t00000185-RA
Sm_t00000186-RA	2.86874713494687	3.79536486690782	3.57428774056563	3.68653189129664	4.1391162322956	4.62342655865691
Sm_t00000187-RA	3.68154040607213	2.31340672637357	2.75907681834013	3.27796775700839	3.21970398192108	2.77352557183126
Sm_t00000188-RA	-1.16936020024837	NA	NA	NA	NA	NA
Sm_t00000189-RA
Sm_t00000190-RA
Sm_t00000191-RA	NA	-1.55303412159747	NA	NA	-1.17655495858592	NA
Sm_t00000192-RA
Sm_t00000193-RA	-4.5689275973108	-3.27179080382075	-3.59445470811473	-4.04712524292131	-4.08768273115019	NA
Sm_t00000194-RA
Sm_t00000195-RA	1.34126829521611	NA	NA	NA	1.25762757608873	1.29682758576792
Sm_t00000196-RA	-3.31578017152443	-3.37255036180509	-3.20449482748485	-3.36247250606637	-3.68831208530784	-3.76950793904146
Sm_t00000197-RA
Sm_t00000198-RA	NA	NA	NA	NA	-1.18950238996962	-1.91052223985067
Sm_t00000199-RA
Sm_t00000200-RA	2.07389331497201	1.21273281353138	1.27212323552101	1.53000023744013	1.55941994978366	2.09207638837306
Sm_t00000201-RA	4.72311627540916	3.64295509228687	3.73955864993793	4.01528944151862	4.10483166183288	3.95600980127906
Sm_t00000202-RA	-2.19227476676519	-2.53651418187701	-3.26660770526549	-2.91284409377307	-3.12313351640013	-4.42800225599365
Sm_t00000203-RA	2.20017986304063	1.49993572821839	1.96920497080457	2.25790395581174	2.29598169620746	2.54203795160459
Sm_t00000204-RA
Sm_t00000205-RA
Sm_t00000206-RA	NA	-1.65416722933651	-1.49610246435414	-1.52998554457948	-1.45164165780166	-1.60418050500021
Sm_t00000207-RA	NA	NA	-1.1820609076834	NA	-1.16539796079783	-1.64286682111612
Sm_t00000208-RA	-1.10435216981388	-1.2595040005661	-1.1293536372582	-1.1453487832718	-1.53238685256469	-2.15924846132692
Sm_t00000209-RA
Sm_t00000210-RA
Sm_t00000211-RA
Sm_t00000212-RA
Sm_t00000213-RA	NA	-1.90996989366656	-2.896813623366	-2.26428058472127	-2.41386855769011	NA
Sm_t00000214-RA	NA	NA	NA	1.25675514343315	1.66372270707551	2.31958488938172
Sm_t00000215-RA	NA	2.01725637607238	1.69888457252146	0.965430378143643	NA	NA
Sm_t00000216-RA	-3.0337036602977	-3.14357057862682	-3.61225867858282	-3.26613115808057	-3.69458130767691	-2.52678676185679
Sm_t00000217-RA	1.69433828630439	1.76779169808188	1.64590172762906	1.76590997135823	1.81351245089025	1.85833550351818
Sm_t00000218-RA	-7.21692844330949	-5.30586220763024	-5.42324740948709	-5.26672948125162	-4.59919400519142	-3.51674851398938
Sm_t00000219-RA	2.21463382674568	1.21783431306527	0.971692277410707	1.51624097616241	1.08853706621454	NA
Sm_t00000220-RA
Sm_t00000221-RA	3.6472345277383	5.70370143872181	5.72346221517482	5.71929726998397	5.53897022095668	4.76008545637362
Sm_t00000222-RA	4.39578196289265	4.260258632161	4.09679980382922	4.72028021066025	4.43229218765333	4.58755346077045
Sm_t00000223-RA	-1.9992543905113	-2.83363717201875	-2.87491823348259	-3.02999620075849	-3.30670571642828	-3.09607450708368
Sm_t00000224-RA	2.50714188839475	1.55348457339177	1.33644237512082	1.40528289587854	1.51198252814157	NA
Sm_t00000225-RA	1.44694066476897	1.4193088820327	NA	1.08872203699235	1.06800638239648	1.35067397251315
Sm_t00000226-RA
Sm_t00000227-RA	-10.0809254931726	-8.79457417976104	-9.71730544664368	-9.46039003036947	-10.2406797272487	-10.1366379136907
Sm_t00000228-RA	NA	NA	1.06032189266033	1.02596310336015	1.49352285636064	1.82599105298082
Sm_t00000229-RA	NA	0.944274066643777	0.999942424761827	NA	NA	NA
Sm_t00000230-RA
Sm_t00000231-RA
Sm_t00000232-RA	-3.5684088224898	-6.37481851137674	-6.60088862011037	-6.45076399421178	-6.16855595260268	-8.76482479522296
Sm_t00000233-RA	-1.27073478353467	-1.38396984823316	-1.7199143921312	-1.65594021531071	-2.07027417213747	-2.26449116558683
Sm_t00000234-RA	-1.3083368491904	NA	-1.97145901895794	-1.66763221628689	-1.50519589226223	NA
Sm_t00000235-RA	-1.74803976676177	-1.9265449011751	-2.08110565182243	-2.16739775152394	-1.93720245606836	NA
Sm_t00000236-RA	-2.61925321774131	-2.40454657426253	-2.71192768881694	-2.80393537093619	-2.46008429588865	NA
Sm_t00000237-RA
Sm_t00000238-RA
Sm_t00000239-RA
