Gene	Day49	Day56	Day72	Day91	Day126	Day189
Sm_g00014624	-3.58442251445741	-2.89290417569533	-3.95526380239656	-4.11023030180697	-4.37075378707239	NA
Sm_g00014626	-1.90417425988422	-1.31047052042687	-1.73745900665876	-1.50757408532856	-1.62118938443765	-2.81679381861212
Sm_g00014627	NA	NA	NA	-5.42954054788644	-3.58703701262787	-6.1900161628848
Sm_g00014628	1.1384547191502	1.05953951996306	1.11574218669848	1.15965187008505	1.56575414191816	1.6300599722897
Sm_g00014629	-1.79571833751591	-2.22202821695737	-2.44186308434191	-2.90390847468875	-3.52632188594454	-4.07149929794107
Sm_g00014630	-2.98223256111955	-2.95620140011866	-2.69488596837578	-2.94980717241628	-2.96091595554264	-3.28027792524383
Sm_g00014632	-0.958366585690133	NA	-0.968036267014866	-0.927929431556301	-1.04760922122076	-1.49473059720212
Sm_g00014633	NA	NA	-1.07028822646464	NA	NA	-1.35858816796849
Sm_g00014635	-1.30519623515165	-1.60832972895336	-1.71299421592446	-1.54656238416053	-2.1814159020411	-2.84028091645913
Sm_g00014636	4.40332659292228	4.62972062049807	4.3814800023105	4.38654559554348	4.62707402085929	3.58775286925204
Sm_g00014637	1.31790184258985	1.59007488948797	1.57999853222044	1.53740285472949	1.73889804200069	1.07062540331208
Sm_g00014638	-3.06122759088988	-2.15055919876287	-3.19216181461742	-3.1717606495519	-3.5204259526227	-3.86901893040436
Sm_g00014640	-1.42435742139044	-1.65299540955324	-2.00945387283756	-1.8505679547544	-2.16063085625249	-2.65231992004323
Sm_g00014641	NA	NA	0.956130826510596	NA	0.962061870309319	NA
Sm_g00014642	1.01037571527869	1.33666930604787	1.23139675390779	1.34520462796674	1.09745585622103	NA
Sm_g00014643	1.25039153007824	NA	NA	NA	-1.16430578196722	-1.5727644935419
Sm_g00014644	NA	NA	NA	NA	NA	-1.73249608899427
Sm_g00014645	2.2444988317578	2.88126988163981	2.33977182487445	2.20741383696282	1.43748443415983	1.41304896577526
Sm_g00014646	-3.8194220817098	-3.26428159548331	-3.40399260986864	-3.81409288164139	-3.63548416893068	-3.62430632674524
Sm_g00014647	-3.06499827874858	-1.85754382646723	-2.44822208481068	-2.42430698802752	-1.81126395887882	NA
Sm_g00014649	1.33666127718171	1.33640412888582	NA	NA	NA	NA
Sm_g00014650	-1.26795502054443	NA	NA	-0.876053757489917	-0.947786154010282	-1.31622805577755
Sm_g00014651	-3.38587721020478	-2.43013356610002	-2.52036880996814	-2.96202846781625	-3.03768402138637	-3.50425602909864
Sm_g00014653	2.01373434892748	NA	1.45343759097448	1.71344502644933	1.41185162889328	2.04319439008806
Sm_g00014655	NA	-5.78075298755138	-6.65724504136461	-6.65426520801236	-6.74598938710999	NA
Sm_g00014657	NA	NA	NA	NA	NA	-1.23555960989162
Sm_g00014659	3.88142437850562	3.11319600459593	2.9613767055272	3.13941812311458	3.29625536113931	2.64034315386276
Sm_g00014661	-1.54772575339922	NA	-1.35973979834914	-1.40761580149206	-1.8113554894396	-2.27637960745
Sm_g00014663	2.04463795662316	2.29964217813242	2.09792768618542	2.27776268063864	2.35145672453578	2.21552037681714
Sm_g00014666	-3.33756308844604	-2.82672257425677	-4.07845247948885	-3.8213488187992	-3.48092942148623	-2.92855740297651
Sm_g00014669	1.47994713614732	1.05942631364248	1.35084435916943	1.35673489886962	1.32972541361567	1.49150489481877
Sm_g00014670	5.96073118198278	5.76096532550464	6.24193112025239	6.45605367543676	5.69199815363775	4.49432113379994
Sm_g00014672	-3.45389929615236	-3.22191306986315	-3.02084901606724	-3.17232588991433	-2.9324420705144	-2.25539652202605
Sm_g00014673	1.80660495418244	1.87332210079353	2.50340097506396	2.45862629368824	3.148352118309	3.9671241450592
Sm_g00014674	NA	NA	NA	NA	1.06268107101308	1.13479197565392
Sm_g00014675	-1.67764834215596	-1.53945644876599	-1.52358419369759	-2.01751170878147	-2.52358051703686	-2.98211718927322
Sm_g00014679	NA	NA	NA	-1.75260996595352	-1.52739890304024	-2.21524737469498
Sm_g00014680	2.3400335375956	NA	NA	NA	NA	NA
Sm_g00014681	1.5517403690011	1.22215040984108	1.51115559899001	1.44863923224125	1.94074746353633	2.81323361034761
Sm_g00014682	NA	NA	NA	NA	NA	1.48132156770892
Sm_g00014683	1.35458877307473	NA	1.15765756402461	1.1205253792144	1.18286883783208	1.30951270007989
Sm_g00014685	-2.54247642402768	-2.35494109209911	-2.12407542933765	-2.12695529782503	-2.45091239178964	-2.45528215369028
Sm_g00014686	-3.50888891865809	-3.87695274782859	-3.85266070398541	-4.12094685126525	-4.38914899775613	-4.48554289313181
Sm_g00014687	NA	NA	0.999712761365755	NA	0.840296493905092	NA
Sm_g00014690	NA	NA	NA	NA	0.959604165851166	NA
Sm_g00014691	-1.57221482573479	-1.20716108865971	-1.37196293456927	-1.57745552592541	-1.12909800146409	NA
Sm_g00014700	4.21303551742853	2.72643239614115	4.07204490557737	4.70778301248324	4.2039010450898	NA
Sm_g00014701	NA	NA	NA	NA	-1.1090359542149	-2.02787547570396
Sm_g00014702	-3.89491542653938	-4.31445723274599	-3.45974874239212	-3.45722143127158	-2.60734798990064	-3.07881671434538
Sm_g00014703	2.59140015465695	1.6890447458165	1.96053826704642	1.91579157237833	2.0955819550828	1.55331689628329
Sm_g00014704	-5.50142488093482	-4.82434267252878	-6.08663343108182	-5.72858865856024	-5.81835258153188	-3.64434684197758
Sm_g00014708	-2.22442238630919	-1.62126181817886	-1.79648898514868	-1.76908902553569	-1.7305692152377	-1.93270954236287
Sm_g00014709	NA	2.17509233939012	2.2276787712511	NA	NA	NA
Sm_g00014711	-1.66426811220079	NA	NA	-1.43236082228467	-1.48605395583237	-1.86012045273275
Sm_g00014712	-2.27289250475893	-1.73957027253083	-2.23814263723207	-2.01242566880835	-1.71632133523479	-2.31014303659661
Sm_g00014714	NA	3.15051033000785	NA	NA	NA	NA
Sm_g00014715	-2.05804861563144	-1.62136849470214	-1.78444224594682	-1.90644002730471	-1.89275756480728	-1.7832258451185
Sm_g00014720	NA	1.95034250983079	1.90886172377872	1.74552426942698	1.84852763721931	2.60509384205267
Sm_g00014721	NA	NA	NA	NA	1.9722003631998	2.35531384869166
Sm_g00014722	-1.16751702103619	-1.18322204648097	-1.2846371709116	-1.28712536851427	-1.25551729909171	-1.54414450805945
Sm_g00014725	NA	NA	NA	4.86240035430206	5.90551764860408	6.54342130036313
Sm_g00014727	NA	NA	NA	4.85868584551557	6.03733790453051	7.6929120999424
Sm_g00014729	NA	NA	NA	4.36452616772183	5.5108905533649	10.047404797171
Sm_g00014732	NA	NA	NA	NA	4.25017712585994	NA
Sm_g00014734	NA	NA	NA	NA	5.35730673111768	5.85825123469131
Sm_g00014735	0.97480704432046	NA	NA	NA	NA	NA
Sm_g00014736	-6.72437631032074	-5.44314497361103	-4.78467061605031	NA	NA	NA
Sm_g00014737	-2.69885240399227	-2.27740803199883	-2.92285553539776	-2.6962902102881	-1.6747446778814	NA
Sm_g00014738	-2.80233308936229	-2.51726996933971	-2.65359327328657	-2.62464230471866	-1.56520905512673	NA
Sm_g00014739	-3.55657136277963	-2.79189236009279	-2.69152470000563	-2.81358284892936	-1.97969680099777	NA
Sm_g00014740	-2.20471052167213	NA	NA	-1.73410131597874	-1.36527348057684	NA
Sm_g00014741	1.72388401591883	2.04480074441022	2.39544252596184	2.30202005254157	2.62034489124709	3.14463528645051
Sm_g00014742	5.80071212608592	6.35500185487681	6.43188145986787	6.45712092222936	6.63143959183158	6.30348927042549
Sm_g00014743	1.79828081534267	1.70225869413708	2.20334389325339	2.00400601877313	2.07325762376819	1.65318968606529
Sm_g00014745	NA	NA	NA	NA	1.23070523295003	2.36404929311966
Sm_g00014746	NA	NA	NA	NA	1.24189113663807	2.64287695900957
Sm_g00014747	-5.9123406541927	-6.10378270993104	-6.13854682048901	-6.58786219759114	-7.10602187163292	-7.30568189742679
Sm_g00014748	NA	NA	NA	NA	2.03530762160847	NA
Sm_g00014750	1.76570709728	1.40386129212613	NA	NA	1.316731144035	2.18054120168984
Sm_g00014751	1.76317565230185	NA	NA	NA	NA	NA
Sm_g00014755	-1.34652079277613	NA	NA	NA	NA	NA
Sm_g00014756	-1.80445718033489	NA	NA	-1.35841067070462	NA	NA
Sm_g00014757	-2.0729150985282	NA	NA	NA	NA	NA
Sm_g00014758	-1.94797848190545	NA	NA	-1.40408953196516	NA	NA
Sm_g00014759	-1.90149317066995	NA	NA	-1.12717050922303	NA	NA
Sm_g00014760	-1.17644619038256	NA	NA	NA	NA	NA
Sm_g00014764	1.56342058101396	1.82303568336251	1.6813121959598	1.82660920545242	2.86374790185369	3.33857533773743
Sm_g00014765	7.04166718404593	7.65917885694748	7.58749451477953	7.62594002610439	8.03707990947312	8.24672937820316
Sm_g00014767	-1.59043028504526	-1.91637241979628	-2.24002203775291	-1.73619544255623	-1.44125100321874	NA
Sm_g00014768	-2.65420978105628	-2.02657272034196	-1.91639861214805	-2.32771632545468	-1.95006035098084	-1.89234870400137
Sm_g00014769	-1.72667786889335	NA	-1.32355697546311	-1.43299390317963	-1.12758683798126	NA
Sm_g00014770	NA	NA	NA	2.18620122240505	2.40882915295049	3.3476274231696
Sm_g00014773	NA	2.26355882570918	2.00579599548669	2.09371513386951	NA	NA
Sm_g00014774	NA	4.51405604420068	5.01117080522762	5.27416302247114	5.69043798516203	4.77221146990499
Sm_g00014775	5.96386771012378	7.35913489135954	7.56279791360536	7.4238979504376	7.37657108783518	6.75703786257481
Sm_g00014777	NA	2.54421267217596	2.22780987864821	2.46422448318936	NA	NA
Sm_g00014780	2.22130138324572	1.34426719404061	1.76282832534619	1.85736550047384	2.05346315905783	2.54134474650323
Sm_g00014781	-2.01819795092966	-2.52668181191682	-2.60947737477657	-2.84387577097823	-1.93743617602276	NA
Sm_g00014782	-3.14355857819504	-3.24837303272256	-3.25101097082792	-3.33881577667447	-2.71171149033191	NA
Sm_g00014784	-4.11512148907965	-3.88179419593155	-3.50265301563505	-3.96888527469423	-3.95915894655233	-3.41750671123122
Sm_g00014785	-3.12494404505084	-1.67273268469153	-2.28605657151891	-2.52506382228717	-2.86399656746616	-2.30757850178432
Sm_g00014789	-9.30584157440159	-8.81629900227739	-8.48980125399085	-9.98602329596869	-10.9692514064199	-5.73454291308298
Sm_g00014790	-0.958662649391691	NA	NA	NA	NA	-1.08238081039641
Sm_g00014791	NA	-3.32334232774619	NA	NA	NA	NA
Sm_g00014794	-5.11108492491949	-3.3779853667955	-5.18939707206284	-5.70117291665665	-3.56129287156148	NA
Sm_g00014795	-2.16827655870791	-1.46753498745945	-1.94220275551745	-2.46993714309656	-2.5367374661095	-2.78442126551673
Sm_g00014796	-2.80153316308235	NA	NA	NA	NA	NA
Sm_g00014797	NA	NA	NA	NA	-2.95963740503819	NA
Sm_g00014802	-3.27146646790067	-3.29558584220803	-4.18180615225626	-4.00294410297908	-3.97772962966262	NA
Sm_g00014804	-1.4769864539541	-1.43622254621829	-1.37197195500571	NA	-1.37144855441461	NA
Sm_g00014806	-2.72600927534706	-1.10186550140014	-1.68842931813772	-1.48302323141347	-1.75441685179607	-1.83687373570978
Sm_g00014808	-2.04220920416336	-1.34449731525831	-1.8703081611339	-1.6553753844954	-1.71076332909044	-1.53500646307718
Sm_g00014810	-2.17417378781723	-1.18479829321319	-1.81682662764622	-1.64857515809735	-1.6557117172708	-1.93711573409771
Sm_g00014811	-1.51964513830154	-1.49370835635443	-1.46229560349483	NA	-1.43510714112501	NA
Sm_g00014812	-6.11379283425819	-3.31401359566464	NA	-4.13562435546613	-3.48443425669028	NA
Sm_g00014815	-8.2651463692838	-7.55845218084228	-6.18006051933725	-9.29747390030094	-9.38919819503917	-5.95602621432963
Sm_g00014816	-9.21131725646383	-8.94004423536395	-9.9613286182717	-9.95391284618696	-10.4706515672894	-9.59170113497277
Sm_g00014818	-1.19753819961649	-2.04562853949792	-1.64823534547854	-1.52000452343129	-1.34252526451136	-1.50202754747092
Sm_g00014821	-4.99237690185265	-4.52460236913465	-4.72222641246065	-5.19312982301144	-4.62116861773703	-5.0458634070583
Sm_g00014823	-5.57310213108676	-3.53297397943107	-5.01920824780653	-4.98574245100057	-5.00988688939913	-4.08176340777633
Sm_g00014824	-4.87270330566175	-4.05261263220469	-4.53513056722066	-4.94957335513938	-5.37536688843471	-6.00248864539958
Sm_g00014825	NA	NA	1.64498980842567	1.25575334381685	1.30814044226066	NA
Sm_g00014830	3.65021748948021	1.53183389375845	2.43034901458435	2.42280765643365	3.7208381923608	4.6304187274706
Sm_g00014831	-3.01240102968749	-2.14208643872644	-2.40504781008084	-2.72511378512405	-3.680174352813	-3.75354661959957
Sm_g00014834	1.36362004049138	1.47900292596515	1.33469030392542	1.55664504796353	1.85172927106519	1.56198505614664
Sm_g00014836	2.70327183121118	4.13392456871918	3.8745296090514	3.34730053006573	NA	NA
Sm_g00014838	-9.93656863851272	-9.69478277357094	-8.61978735299465	-9.20067099321383	-7.58484458279691	-8.28101698334576
Sm_g00014841	-4.26852684858045	-3.30330347059197	-4.97353500923317	-3.5057441914731	-4.81021992189631	-3.00422016855591
Sm_g00014842	-2.27624001146113	-3.21873532093522	-3.11017743576543	-3.14259747584648	-3.59169254658778	-3.33122426421685
Sm_g00014844	NA	NA	NA	NA	1.41538547681687	NA
Sm_g00014845	-1.91277572860569	NA	NA	NA	NA	NA
Sm_g00014848	-1.90004350153673	-2.39123874134633	-2.64280906181316	-2.65075472033981	-2.48128614839335	NA
Sm_g00014849	-3.42441438300172	-2.18174404316053	-3.02350986766886	-2.87755614647277	-2.90219375348217	NA
Sm_g00014850	NA	NA	-1.19300920015681	-1.5822574458716	-1.86872851431082	NA
Sm_g00014851	1.33731860329971	NA	NA	NA	NA	NA
Sm_g00014852	-7.46951414601339	-6.92468886689355	-7.80118182194295	-6.9966951207241	-4.71999485560171	NA
Sm_g00014853	NA	NA	-18.5573115069262	-17.830800179331	NA	NA
Sm_g00014854	2.30273623573799	2.00600866007262	2.08432661332032	1.905801744349	2.27270711237496	2.13324286081378
Sm_g00014856	-2.6668050357825	-1.38831709143356	-1.55500027289743	-2.20163737894704	-2.01173201114827	-2.08461734231458
Sm_g00014858	-2.15606659964407	-1.86773556212152	-2.18159069796089	-2.15442955633363	-1.79159156441377	-2.71520611370539
Sm_g00014860	1.72934149448854	1.4779810460834	1.40349311813951	1.35876750916643	1.419934898803	NA
Sm_g00014862	-1.05774370796306	-1.22494317671673	NA	NA	NA	NA
Sm_g00014864	NA	NA	NA	NA	1.65885481678737	NA
Sm_g00014865	-1.58479481123295	-1.07119295066633	-0.994929151893115	-1.22671540832074	-1.70575398725901	-1.80923043559822
Sm_g00014866	-4.78575725571813	-1.40644542928104	-1.8672402033433	-1.7732881369477	-3.55691458675412	-1.94119388119918
Sm_g00014867	1.46224435114721	1.56106798975419	1.84090755582549	1.67889264643484	2.01236715382204	1.22001992193877
Sm_g00014870	-1.20492457813064	-1.28782038938528	-0.993044732196738	-1.25695955931174	-1.66923392216755	-1.84551459744576
Sm_g00014871	NA	NA	NA	-1.58832193316669	-1.36728040555284	-1.9641901342364
Sm_g00014872	NA	-0.91084295571083	-0.88110484600656	NA	NA	-1.4626102305823
Sm_g00014874	-3.37156631766289	NA	NA	NA	-2.2086282252563	NA
Sm_g00014875	2.85959050191681	NA	NA	NA	2.73458193240406	NA
Sm_g00014876	NA	1.22242570756451	NA	NA	NA	NA
Sm_g00014877	-1.86575625055096	-1.54472665037968	-1.84765259154372	-1.92746493174108	-2.46334706015544	-1.87773213358951
Sm_g00014879	NA	NA	NA	NA	-1.60170034015354	NA
Sm_g00014880	NA	NA	NA	NA	-1.48327834675873	NA
Sm_g00014881	-2.98646511668052	-1.96395568819613	-2.19867979391959	-2.39789648368216	-2.71953417641306	-3.35363668490881
Sm_g00014882	2.18705793889031	1.33214781831954	1.58379800621824	1.55213384757525	1.43189431680678	1.6894080969972
Sm_g00014886	1.63234232836628	1.36926119457776	1.85280863928606	1.6224820054142	1.75081837140802	1.35433163571062
Sm_g00014888	2.90556786166144	2.51161370142014	2.61227791429177	2.86037114070034	3.68613461003323	4.1125858248159
Sm_g00014889	-6.27802032504866	-6.29131435059566	-7.95581456168929	-7.03028264012008	-7.08546110924164	-8.85366802805484
Sm_g00014890	-4.3385294761444	-6.31829082087291	-6.59563026755382	-9.96881090076469	-6.93636222130105	-5.82210318216696
Sm_g00014891	-3.28168197223063	-3.21929702150102	-3.27196373917587	-3.24141365421053	-3.68695357980651	-4.36847484945544
Sm_g00014893	-3.76502420819638	-3.83447753900603	-4.27303320388751	-5.40839555205881	-4.92368298369002	-7.01415330679228
Sm_g00014895	-5.32406075896824	-5.60126754521006	-6.7709961562848	-6.29747539839021	-6.20013016223627	-5.1314427608984
Sm_g00014896	-4.47337228224727	NA	NA	NA	-3.14159065070306	NA
Sm_g00014897	-2.93541636258026	-1.78162107899785	-2.27229582172766	-2.31009428031833	-1.72774333285238	-1.83857066429916
Sm_g00014899	4.13173220136743	4.15643868964408	4.9319979235704	5.40775022186357	5.30152974039772	5.93218183121887
Sm_g00014900	NA	NA	1.1419662540613	NA	0.906624403108544	NA
Sm_g00014902	-3.43525940095117	-2.08986426322767	-2.30886120776792	-2.2773740115721	-3.43012350800385	-3.28893336981551
Sm_g00014903	1.33718369876688	NA	NA	1.21273557964861	1.16028191097346	NA
Sm_g00014904	1.87757753845673	NA	NA	NA	NA	1.63676132566227
Sm_g00014905	NA	-1.05697386503479	-1.04520678263966	-1.32660327968331	NA	NA
Sm_g00014906	NA	-5.21360535127083	NA	NA	-5.04942207439246	-6.85031237308645
Sm_g00014911	1.64125850305917	NA	1.90630957994522	1.75972299064449	2.12059512931834	2.08051440664168
Sm_g00014912	-8.45362654506899	-9.28124920278903	-8.5516875238118	-9.20757258200623	-9.92410367150669	-8.41703068570212
Sm_g00014914	NA	-2.32883368345304	-2.36074504160346	-2.2587415350427	NA	NA
Sm_g00014915	-6.39346801893718	-6.42055937015122	-5.6721583294198	-5.9682669580452	-6.45905226081192	-5.65532399244351
Sm_g00014916	2.81617312010859	2.05460670709682	2.37011187321811	3.85859969626536	4.49053615688657	3.2727452046552
Sm_g00014917	-1.38694461207256	-1.25061457974493	-1.15799018745309	-1.19026238065199	-1.26899405264224	-1.81707602022616
Sm_g00014918	-2.22203592095567	-2.51080714608657	-2.5262580253896	-2.64658950002436	-2.11266705647619	-1.82017557241283
Sm_g00014919	-1.90962265910251	-2.4261334099302	-2.22014685721892	-2.41417239173242	-1.64830454564752	-2.09358844839244
Sm_g00014921	-2.87009217236082	-2.29244695102474	-2.35011342287272	-2.61986998205498	-2.61386432846353	-3.34397521592226
Sm_g00014923	-7.71729322974698	-7.65074872929059	-8.1261562978002	-8.49446342320734	-9.37792607615094	-9.86072271262218
Sm_g00014924	NA	-2.87895114223708	-2.53776376676644	-3.06180709664521	-2.61617084813073	NA
Sm_g00014925	NA	-2.73406297451009	-2.49184121936025	-2.50260221789297	-2.22388409889165	NA
Sm_g00014926	-5.13726854715286	-4.06489566317893	-4.9550054145851	-5.60229207056265	-4.30034088406155	-4.44898480810956
Sm_g00014928	-2.87847520534078	NA	NA	NA	-2.2058218097418	NA
Sm_g00014930	3.85846563408479	2.32841653836246	3.14483469278988	3.73062204304517	4.23408893882299	4.47907816845754
Sm_g00014931	-1.26795535321939	NA	NA	-0.954354755930313	NA	NA
Sm_g00014932	NA	NA	NA	NA	NA	-2.53107418530648
Sm_g00014933	-1.31931337566887	NA	-1.03136874170257	-1.18293301064089	-1.03667397391944	-1.56208204038199
Sm_g00014935	NA	-1.77046885981366	NA	-1.65472982902706	NA	NA
Sm_g00014936	NA	-2.83973442585995	-2.05229174358072	-2.2247406876633	-2.48261174800705	-3.15005352556809
Sm_g00014939	-2.83906086696667	-3.56946989331428	-4.51054143515215	-4.37506580821522	-6.08191535855381	-4.45068343169659
Sm_g00014940	NA	-1.15998439805065	NA	NA	-1.01783491208366	-1.13195471147069
Sm_g00014941	-4.33876755007781	-4.4530445696817	-4.32715389633147	-4.32974878928696	-4.52276936322589	-3.7995177351389
Sm_g00014942	-1.63937280340306	-1.33178450173011	-1.08569776220284	-1.37493875492785	-1.37424242749037	-1.35827753171666
Sm_g00014943	-2.05455333058944	NA	-1.4601537588619	-2.09825962895902	-2.98425164029872	-1.99469135012594
Sm_g00014945	-3.95604360769112	-3.26566665955559	-4.1733353385348	-3.80788013499206	-4.06307710646476	-3.38698255379854
Sm_g00014946	-9.36850739066715	-9.44249887022703	-8.6690271566983	-10.7317488567324	-10.0738698295536	-8.79760936304422
Sm_g00014948	-4.74938053192066	-4.89174529706046	-5.26088687035167	-5.7588886166667	-4.14852374288558	-3.43138377264142
Sm_g00014951	NA	NA	NA	NA	NA	3.40152119085509
Sm_g00014952	1.59450601175384	1.02339903201623	1.20269808869094	1.23872224835096	1.25199964451597	1.47799793220828
Sm_g00014955	-7.36636619128353	-7.31487423340248	-8.67492927025884	-8.91719366468172	-7.11306305138543	-4.773426312881
Sm_g00014957	-5.86852767176731	-5.68840936342753	-5.54417799153512	-6.36017224151692	-5.40535681889089	-6.08826117710255
Sm_g00014959	-8.41930472645349	-8.83627898034319	-7.7891816351713	-8.90828964153138	-7.23613477891787	-8.87575104096781
Sm_g00014960	-9.1714055632613	-8.49729329964411	-9.36370882408642	-11.5092030432286	-8.93815100237586	-9.1248327156649
Sm_g00014961	-11.3904011131073	-12.1204611322235	-12.8495488718266	-14.3331570174964	-13.4630859742883	-8.78402106205809
Sm_g00014962	-4.29831501143173	-3.05613519597399	-3.18907354269383	-2.9108954184432	-2.67436139522128	-3.77856993064578
Sm_g00014963	-8.22452752294648	-6.64007456265657	-6.93013275386738	-5.72226958408909	-5.06042864767422	-7.10524430414242
Sm_g00014964	-7.30812342473247	-8.67842614916103	-6.54166960106311	-10.0395127220236	-10.1312370188882	-7.00253729956401
Sm_g00014965	-3.71558188047753	-4.0914587836939	-3.53027515196201	-2.92194491120107	-2.61403411829888	-4.98828673903721
Sm_g00014966	-1.47127474148551	-2.39652708133195	NA	-1.28568931256769	NA	NA
Sm_g00014967	1.94159538069346	1.6861401575508	1.7910254475462	2.31240986712275	2.4662400307811	2.33278826936248
Sm_g00014968	-1.79771186769396	-2.02657652537157	-1.25105832591143	NA	NA	NA
Sm_g00014975	NA	NA	-2.0573584032632	NA	-2.27449154872794	-3.15091585266931
Sm_g00014977	-2.98083277028746	-3.06158655491258	-2.38660283209744	-3.34248445466061	-3.97822046254805	-4.96029757534434
Sm_g00014978	NA	NA	-2.00092888643859	NA	-3.51163958824136	-3.15229484468103
Sm_g00014979	NA	NA	NA	NA	-1.53551647348039	-1.87474627930389
Sm_g00014980	NA	NA	-5.71983565195075	-4.92083694856035	-5.05370631087403	NA
Sm_g00014981	NA	-1.5912759590929	NA	NA	-1.53346792871369	NA
Sm_g00014983	2.88182086230519	2.58889471343396	2.76844579852282	2.67750526460127	2.63731393878299	2.21403713247865
Sm_g00014984	NA	-1.620280060633	-1.42786025544996	-1.67523055922685	-1.33284833284403	-1.65033299560905
Sm_g00014985	-3.39798096864011	-1.72850162030535	-2.39937780586741	-2.57268115766888	-3.17439424357604	-2.56212397418666
Sm_g00014986	-5.71701700392003	-4.71752292859548	-6.60907756453844	-5.42599460292919	-7.85453371058861	-6.98248804866119
Sm_g00014989	NA	-1.98552841792264	NA	NA	NA	NA
Sm_g00014990	NA	NA	NA	NA	0.950694110536725	NA
Sm_g00014991	NA	NA	-1.51102852023889	NA	NA	NA
Sm_g00014992	NA	NA	NA	-1.43977156783384	-1.56189903245138	-1.51842344642829
Sm_g00014993	-2.35255004928417	-1.84478592771744	-1.39721543928472	-1.70251131783878	-1.61867522883993	-1.29501044578537
Sm_g00014994	-1.32107945116367	-1.10316788647895	NA	NA	NA	-1.24402936527116
Sm_g00014995	1.37945210737475	1.40749170634206	1.55382943659623	1.48032829565157	1.61613726355154	NA
Sm_g00014996	-6.27366980386719	-7.80920670273143	-7.06837613541691	-7.05587364224933	-7.23369230587811	-8.1766667037429
Sm_g00014997	-1.65137182632386	-1.08102408312724	-1.08791708410841	-1.47368732499511	-1.58399833859308	-1.3441731077482
Sm_g00014998	4.69396887608242	4.44817314065189	4.70201170367138	4.51896443955172	3.94923521359615	2.56446163356301
Sm_g00014999	-4.0115675952073	-4.48283004865506	-4.40726444626853	-4.70952866209266	-4.17837981117299	-3.20554003407691
Sm_g00015000	-1.47726451403872	NA	-1.02532624142536	-1.47241345427664	-1.59960385104272	-1.62846660703769
Sm_g00015002	-2.55098477374273	-2.53682976713109	-2.61612988070215	-2.92434712502166	-2.50821206971481	-1.51545699445347
Sm_g00015005	-7.00425591689019	-6.64160670374086	-7.05024518870582	-7.64925601821422	-7.93028254567591	-5.80304475472442
Sm_g00015006	1.1193742369084	NA	1.00647816330839	0.928546988434569	1.42118684508457	1.21783737875995
Sm_g00015007	5.23961773495397	NA	4.52334101765398	4.58546209241119	4.76493300640239	NA
Sm_g00015008	3.10534855535482	1.90986594296799	1.53331070590261	2.05867969589456	2.49579478933673	2.12591884523314
Sm_g00015009	NA	NA	NA	NA	2.40998934880529	NA
Sm_g00015011	NA	NA	1.16114040993947	NA	0.945111752183235	1.16257612330718
Sm_g00015012	1.9344818786826	1.67000059763978	1.83676572366364	1.94368226992032	2.36924172573088	2.27792242264311
Sm_g00015013	NA	NA	NA	NA	NA	-0.990896489387172
Sm_g00015014	1.32506638221582	0.968384611479224	1.29391557356701	1.3423313152851	1.79263936095505	1.75018383879925
Sm_g00015017	-2.67993813917794	-2.33852668604217	-2.6125967638981	-2.41336894851227	-2.29912280904732	-2.61840891615817
Sm_g00015018	1.4128595213116	1.07579816135315	1.13425682522157	1.19978443330506	1.7921889208474	1.90509767919533
Sm_g00015019	NA	NA	1.08447392380882	1.05942134885191	1.13187453376448	NA
Sm_g00015021	-2.3123124185955	NA	-2.1696833382534	-1.9811910287575	-1.75892237822357	NA
Sm_g00015022	-3.28750407966448	-2.54568399378197	-3.76261947481315	-2.9010652377148	-7.94351263444587	-6.4577605207564
Sm_g00015025	1.28232129005237	1.28000373059115	1.43507734024755	1.42578458778962	1.69448993566376	1.35413594398578
Sm_g00015027	-4.06724280059399	-1.68096264974085	-1.94469594315014	-1.46809610065663	-2.30287651447991	NA
Sm_g00015028	-6.94522568246715	-6.96435710829302	-8.62645347408901	-7.36831596603389	-6.26751605936561	-4.63226014940478
Sm_g00015029	NA	NA	NA	-1.0122653489657	NA	NA
Sm_g00015030	-4.53909190619764	-6.15348573811086	-5.88698006173727	-6.48218313373201	-7.04694593577471	-7.85994957968787
Sm_g00015031	-2.49260034447305	-3.82412039885706	-3.72095035987515	-3.42347937105893	-2.77506260905099	-2.13217345305116
Sm_g00015033	-1.40456361872691	-1.71889431201717	-1.4219286149027	-1.67240761819429	-1.83765171403822	-1.99847001159688
Sm_g00015034	2.12668220247487	2.36045103692855	2.44683080523397	2.47978044641195	3.05445408398488	2.56424032712365
Sm_g00015035	-1.55432212009631	-1.37922382913836	-1.74195652943193	-1.78365820622128	-2.24805125792974	-2.62673694636988
Sm_g00015352	1.72956784925582	1.72444291635693	1.91033244426454	1.58055803512794	1.26128102253551	NA
Sm_g00015353	-6.925084651272	-7.24662295107473	-8.00603536975175	-6.5804793463028	-6.76437263583632	-11.1221961100284
Sm_g00015354	-1.41015984817038	-1.16835825127092	-1.02815663712448	-1.21437972179467	-1.50849053664076	-1.47219927981585
Sm_g00015356	NA	NA	0.951521444434642	NA	0.886986442449646	NA
Sm_g00015357	1.81721912402033	3.09004294946623	2.70137326329242	2.30933990726914	1.33714266886462	NA
Sm_g00015358	1.84701752103001	1.61480149415044	1.59928687990661	1.60462256333368	1.47108234828723	NA
